"Observations","Time.Spent.at.DentMax.Booth","Time.Spent.at.DentMed.OxyMax.Booth","Total.Time.spent.at.show","X..Buying.from.DentMax.in.the.past","Historical.Sales.Index","Sales.Frequency","Length.of.Relationship","Number.of.Referrals.Offered","Importance.of.Image.Quality","Importance.of.Diagnostic.Flexibility","Importance.of.Software.Intergation","Importance.of.Technical.Assistance","Importance.of.Price","Trust.in.TV.ads","Trust.in.Radio.Ads","Trust.in.Internet.Ads","Trust.in.Dental.Magazine.Ads","Trust.in.Peers"
"Respondent 1767","36","78","180","46","64","4","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 1768","46","26","130","100","58","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 1769","36","79","180","45","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1770","13","22","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 1771","45","27","129","100","58","6","8","12","7","7","4","5","4","5","4","3","6","7"
"Respondent 1772","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1773","12","22","150","32","22","3","4","0","5","5","4","6","7","5","5","4","5","6"
"Respondent 1774","12","21","150","32","21","3","4","0","5","5","5","6","7","4","5","4","6","6"
"Respondent 1775","12","20","150","32","22","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1776","36","78","179","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1777","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1778","36","78","180","46","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1779","36","78","180","45","63","4","9","2","6","6","7","6","6","5","4","6","6","7"
"Respondent 1780","7","11","59","6","8","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1781","13","22","151","32","21","3","4","0","5","5","5","6","7","4","4","4","5","5"
"Respondent 1782","6","11","60","6","8","1","9","0","4","4","5","7","7","4","4","3","4","5"
"Respondent 1783","12","21","150","32","20","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1784","37","78","180","45","65","5","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1785","12","21","151","32","21","3","4","1","5","5","5","7","6","5","4","4","5","5"
"Respondent 1786","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1787","12","21","149","32","21","3","4","0","5","5","5","7","6","5","4","4","6","5"
"Respondent 1788","11","21","149","32","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 1789","36","79","180","45","64","4","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 1790","12","20","150","31","21","3","4","0","5","5","5","6","7","5","4","4","5","5"
"Respondent 1791","45","26","129","101","58","6","8","12","6","7","4","6","4","5","4","4","6","6"
"Respondent 1792","45","26","129","101","59","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 1793","12","21","150","32","22","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1794","12","21","150","32","22","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1795","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1796","36","78","180","45","63","5","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 1797","11","21","150","32","21","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 1798","12","21","150","32","21","3","4","0","5","5","5","6","7","4","5","4","5","6"
"Respondent 1799","46","26","129","100","58","6","8","12","7","7","5","5","5","5","4","3","7","6"
"Respondent 1800","36","78","181","45","65","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 1801","13","21","150","31","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 1802","36","78","180","44","63","5","9","3","6","6","7","6","6","4","5","6","6","7"
"Respondent 1803","12","21","151","32","21","3","5","0","5","5","5","6","7","5","4","4","6","5"
"Respondent 1804","12","22","149","32","22","3","5","0","5","5","5","6","6","5","5","4","6","6"
"Respondent 1805","12","21","151","31","20","3","4","1","5","5","5","6","7","4","5","4","5","5"
"Respondent 1806","6","11","60","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1807","12","21","149","32","21","3","4","1","5","5","5","6","7","4","5","4","5","6"
"Respondent 1808","12","21","151","32","21","3","4","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 1809","11","21","149","33","21","3","4","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 1810","45","26","129","99","57","6","8","12","7","7","4","6","4","5","4","4","6","6"
"Respondent 1811","45","26","130","100","58","6","8","12","7","7","5","5","4","5","4","4","7","6"
"Respondent 1812","12","21","149","33","21","3","4","0","5","5","5","6","7","5","4","4","5","5"
"Respondent 1813","12","21","150","33","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 1814","12","21","150","32","21","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 1815","12","21","151","32","21","3","4","0","5","5","5","6","7","5","4","4","5","5"
"Respondent 1816","11","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1817","36","78","180","45","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1818","44","26","130","99","58","6","8","12","6","7","4","6","5","5","4","4","7","6"
"Respondent 1819","12","21","149","32","21","3","4","0","5","5","5","6","7","4","5","4","5","6"
"Respondent 1820","12","21","150","31","21","3","4","1","5","5","5","6","7","5","5","4","6","6"
"Respondent 1821","12","21","151","33","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1822","36","78","180","45","63","5","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1823","12","21","150","32","21","3","4","1","5","5","5","6","7","4","5","4","5","5"
"Respondent 1824","13","21","150","32","22","3","4","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 1825","45","26","130","100","58","6","8","12","7","7","4","5","5","5","4","4","7","6"
"Respondent 1826","36","79","180","44","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1827","44","26","130","100","58","6","8","12","7","7","4","6","4","5","4","4","7","6"
"Respondent 1828","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1829","46","25","130","100","58","6","8","12","7","7","4","6","4","5","4","4","6","6"
"Respondent 1830","36","77","180","45","64","5","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 1831","44","26","130","100","58","6","8","12","7","7","5","6","4","5","4","4","7","6"
"Respondent 1832","36","78","180","45","64","5","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 1833","12","20","150","32","21","3","4","1","5","5","5","6","6","5","5","4","5","5"
"Respondent 1834","36","78","180","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1835","6","11","61","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1836","36","78","181","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1837","6","10","60","6","8","1","8","0","4","4","5","7","7","4","4","3","4","5"
"Respondent 1838","11","21","151","32","21","3","5","1","5","5","5","6","7","4","5","4","6","6"
"Respondent 1839","44","25","130","100","58","6","8","12","7","7","4","6","4","5","4","4","7","6"
"Respondent 1840","36","79","181","45","64","5","9","2","6","5","7","6","6","4","5","6","6","7"
"Respondent 1841","12","21","149","32","20","3","4","0","5","5","5","6","7","4","5","4","6","6"
"Respondent 1842","36","78","179","45","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1843","5","12","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1844","11","20","150","32","21","3","4","0","5","5","5","7","7","4","5","4","5","6"
"Respondent 1845","12","22","150","32","21","3","4","1","5","6","5","6","7","5","4","4","6","5"
"Respondent 1846","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1847","13","21","150","32","21","3","4","0","5","5","5","6","6","5","5","4","5","6"
"Respondent 1848","36","78","179","45","64","4","9","2","6","6","7","6","6","5","4","6","6","7"
"Respondent 1849","12","21","150","32","20","3","5","0","5","5","5","6","7","4","4","4","6","6"
"Respondent 1850","36","78","180","45","65","4","9","3","6","5","6","6","6","5","4","6","6","7"
"Respondent 1851","12","21","150","32","20","3","4","1","5","5","5","6","7","5","4","4","5","5"
"Respondent 1852","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1853","35","78","180","45","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1854","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1855","13","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1856","36","78","180","46","64","4","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 1857","36","78","180","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1858","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1859","12","21","150","31","22","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1860","11","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","5"
"Respondent 1861","37","78","180","45","63","5","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 1862","11","22","150","31","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1863","13","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1864","11","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 1865","12","21","151","32","21","3","4","1","5","5","5","6","6","4","4","4","5","5"
"Respondent 1866","12","21","149","32","22","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1867","45","26","130","100","58","6","8","12","7","7","4","5","4","5","4","3","6","6"
"Respondent 1868","6","11","60","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1869","36","78","180","45","64","4","9","2","6","5","6","6","6","4","4","6","6","7"
"Respondent 1870","36","79","180","45","64","4","9","2","6","6","6","6","6","5","5","6","6","7"
"Respondent 1871","35","78","179","45","63","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 1872","36","79","180","45","63","4","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 1873","5","12","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1874","5","11","60","6","10","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1875","12","21","150","32","20","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1876","7","11","60","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1877","11","21","150","32","22","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 1878","36","78","180","45","65","5","9","3","6","6","6","6","6","5","5","6","6","6"
"Respondent 1879","35","77","180","44","64","5","9","2","6","5","7","6","6","5","5","6","6","7"
"Respondent 1880","45","25","130","100","58","6","8","12","7","7","4","6","4","5","4","3","6","6"
"Respondent 1881","12","20","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1882","12","20","150","31","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1883","35","78","180","45","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1884","11","21","150","31","20","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1885","35","78","181","45","64","4","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 1886","37","78","180","45","63","4","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 1887","36","78","180","45","64","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 1888","44","26","131","100","58","6","8","12","7","7","4","5","4","5","4","4","7","6"
"Respondent 1889","12","21","151","32","21","3","4","1","5","5","5","6","6","5","4","4","5","5"
"Respondent 1890","12","21","150","32","22","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1891","13","21","150","32","21","3","4","0","5","5","5","6","7","4","4","4","6","6"
"Respondent 1892","5","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1893","12","21","150","31","21","3","4","1","5","5","5","6","7","5","4","4","5","5"
"Respondent 1894","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1895","36","77","180","45","64","4","9","2","6","5","6","6","6","4","4","6","6","7"
"Respondent 1896","6","11","61","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1897","12","21","149","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1898","7","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1899","45","26","130","100","58","6","8","12","7","7","4","5","4","5","4","3","7","6"
"Respondent 1900","6","11","60","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1901","12","21","150","32","21","3","4","0","5","5","5","6","7","4","5","4","5","6"
"Respondent 1902","37","77","179","45","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1903","36","78","180","46","64","4","9","2","6","6","6","6","6","5","5","6","6","7"
"Respondent 1904","12","22","150","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 1905","6","11","61","6","10","1","8","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1906","36","79","180","45","63","4","9","2","6","5","7","6","6","4","5","6","6","7"
"Respondent 1907","12","21","150","31","20","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1908","12","21","150","33","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1909","13","20","149","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1910","12","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","5"
"Respondent 1911","12","20","151","33","20","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1912","12","21","150","33","20","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 1913","12","21","150","32","22","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 1914","12","20","151","32","22","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 1915","37","78","179","45","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1916","45","26","130","100","58","6","8","12","7","7","4","6","4","5","4","4","7","6"
"Respondent 1917","36","79","180","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1918","5","11","59","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1919","12","22","150","32","22","3","4","0","5","5","5","6","7","5","4","4","6","6"
"Respondent 1920","6","11","59","6","9","1","9","0","4","4","4","7","7","4","4","3","4","6"
"Respondent 1921","6","11","61","5","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1922","13","22","150","33","21","3","4","0","5","5","5","7","7","5","4","4","5","6"
"Respondent 1923","7","11","60","6","9","1","9","0","4","4","4","7","7","4","4","2","4","5"
"Respondent 1924","36","78","181","45","64","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 1925","12","21","150","31","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1926","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1927","12","21","150","33","20","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1928","12","21","150","31","20","3","4","0","5","5","5","6","7","4","4","4","6","5"
"Respondent 1929","36","78","180","46","64","4","9","3","6","6","6","6","6","4","5","6","6","7"
"Respondent 1930","35","79","180","45","64","4","9","2","6","5","6","6","6","5","4","6","6","7"
"Respondent 1931","36","78","180","46","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1932","45","26","130","101","58","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 1933","13","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1934","12","21","151","32","21","3","4","0","5","5","5","6","7","5","4","4","6","6"
"Respondent 1935","12","21","150","32","20","3","5","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 1936","36","78","180","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1937","12","22","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","5"
"Respondent 1938","44","25","130","100","58","5","8","12","7","7","4","5","5","5","4","4","6","6"
"Respondent 1939","13","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 1940","12","21","150","32","21","3","4","0","5","5","5","6","7","4","5","4","5","6"
"Respondent 1941","36","78","180","45","63","4","9","3","6","5","7","6","6","4","5","6","6","7"
"Respondent 1942","12","21","150","32","20","3","4","1","5","5","5","6","7","5","5","4","6","5"
"Respondent 1943","12","21","149","33","21","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 1944","13","21","150","32","21","3","4","1","5","5","5","7","7","5","5","4","6","6"
"Respondent 1945","12","22","150","32","22","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1946","12","21","150","32","21","3","4","0","5","5","5","6","7","4","5","4","5","6"
"Respondent 1947","12","21","150","32","21","3","4","1","5","5","5","6","7","4","5","4","5","6"
"Respondent 1948","12","20","150","32","21","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 1949","12","21","151","32","21","3","4","0","5","5","5","6","7","5","4","4","5","5"
"Respondent 1950","6","11","61","5","9","1","8","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1951","36","78","181","45","63","4","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 1952","12","21","150","32","21","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 1953","12","21","151","32","22","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 1954","46","26","130","100","58","6","8","12","7","7","4","6","4","5","4","4","7","6"
"Respondent 1955","12","21","151","32","20","3","4","0","5","5","5","6","7","5","4","4","5","5"
"Respondent 1956","12","21","149","32","21","3","4","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 1957","6","11","60","6","10","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1958","12","21","150","32","21","3","4","0","5","5","5","7","7","5","5","4","5","6"
"Respondent 1959","44","26","131","100","59","6","8","12","7","7","4","6","4","5","4","4","7","6"
"Respondent 1960","12","21","150","31","22","3","4","0","5","5","5","6","7","5","4","4","6","5"
"Respondent 1961","36","78","181","45","64","5","9","2","6","6","6","6","6","4","4","6","6","6"
"Respondent 1962","36","78","180","44","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1963","36","79","181","44","64","4","9","2","6","5","7","6","6","4","4","6","6","7"
"Respondent 1964","6","11","60","6","10","1","8","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1965","12","20","149","32","22","3","4","1","5","5","5","6","6","5","5","4","6","5"
"Respondent 1966","6","11","60","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1967","12","20","149","33","21","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 1968","36","78","180","45","65","4","9","2","6","5","7","6","6","4","5","6","6","7"
"Respondent 1969","45","25","131","100","58","6","8","12","7","7","5","5","4","5","4","3","7","6"
"Respondent 1970","12","22","150","32","20","3","4","0","5","5","5","6","6","5","4","4","5","5"
"Respondent 1971","7","10","60","7","9","1","8","0","4","4","5","7","7","3","3","3","4","5"
"Respondent 1972","45","26","130","99","58","6","8","12","7","7","4","6","5","5","4","4","7","6"
"Respondent 1973","6","11","60","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 1974","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 1975","12","21","150","32","20","3","4","0","5","5","5","7","7","4","4","4","5","6"
"Respondent 1976","12","21","151","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1977","36","78","180","46","64","5","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 1978","36","78","180","45","64","4","9","3","6","6","6","6","6","5","5","6","6","7"
"Respondent 1979","6","11","59","5","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1980","12","21","150","32","20","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1981","45","26","130","100","58","6","8","12","7","7","4","5","4","5","4","4","7","6"
"Respondent 1982","12","21","151","32","21","3","4","0","5","5","5","6","7","5","4","4","6","6"
"Respondent 1983","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1984","7","12","60","5","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 1985","37","78","180","46","64","4","9","2","6","6","7","6","6","5","5","6","6","7"
"Respondent 1986","13","21","151","32","20","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 1987","11","21","150","32","21","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 1988","12","20","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","5"
"Respondent 1989","45","26","130","100","58","6","8","12","7","7","4","5","5","5","4","4","7","6"
"Respondent 1990","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 1991","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 1992","35","78","181","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 1993","44","26","130","100","58","6","8","12","6","7","4","5","4","5","4","3","7","6"
"Respondent 1994","12","20","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 1995","37","78","180","45","64","4","9","2","6","6","6","6","6","5","5","6","6","7"
"Respondent 1996","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 1997","36","78","180","45","64","4","9","3","6","6","6","6","6","4","5","6","6","7"
"Respondent 1998","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","6"
"Respondent 1999","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 2000","36","79","181","45","64","4","9","2","6","5","7","6","6","4","4","6","6","7"
"Respondent 2001","35","77","180","45","64","4","9","2","6","5","7","6","6","4","5","6","6","7"
"Respondent 2002","46","26","130","100","57","6","8","12","7","7","4","6","4","5","4","4","6","6"
"Respondent 2003","11","20","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 2004","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 2005","12","21","150","33","21","3","4","1","5","5","5","6","6","5","5","4","5","6"
"Respondent 2006","45","26","130","100","58","6","8","12","7","7","4","5","5","5","4","4","6","6"
"Respondent 2007","11","22","150","32","21","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 2008","45","26","130","99","58","6","8","12","6","7","4","5","4","5","4","4","7","6"
"Respondent 2009","12","21","151","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 2010","5","12","60","6","8","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2011","7","11","61","7","8","1","8","0","4","4","4","7","7","4","3","3","4","6"
"Respondent 2012","6","11","59","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 2013","36","78","180","45","63","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 2014","13","20","150","32","21","3","4","0","5","5","5","6","6","5","5","4","5","6"
"Respondent 2015","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","6","5"
"Respondent 2016","12","21","150","32","21","3","5","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 2017","35","79","180","45","65","5","9","2","6","5","6","6","6","5","4","6","6","7"
"Respondent 2018","46","26","130","100","59","6","8","12","7","7","4","5","4","5","4","3","6","6"
"Respondent 2019","13","22","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2020","44","26","129","99","57","6","8","12","6","7","4","6","4","5","4","4","6","6"
"Respondent 2021","5","11","61","7","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 2022","12","22","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 2023","6","11","60","7","8","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 2024","12","21","151","31","21","3","4","0","5","5","5","6","7","5","4","4","6","6"
"Respondent 2025","36","78","181","45","63","4","9","2","6","6","6","5","6","4","5","6","6","7"
"Respondent 2026","11","21","150","32","20","3","4","1","5","5","5","6","6","5","4","4","5","6"
"Respondent 2027","44","26","131","100","58","6","8","12","7","7","4","5","5","5","4","3","7","6"
"Respondent 2028","6","12","60","6","9","1","8","0","4","4","4","7","7","4","4","3","4","6"
"Respondent 2029","12","21","150","32","20","3","4","1","5","5","5","6","6","5","4","4","5","6"
"Respondent 2030","5","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2031","36","79","180","46","64","4","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 2032","6","10","60","7","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2033","5","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2034","12","22","151","32","20","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 2035","12","21","150","32","21","3","4","1","5","5","5","6","7","4","4","4","5","5"
"Respondent 2036","11","22","151","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 2037","36","78","180","45","64","4","9","3","6","6","6","6","6","4","5","6","6","7"
"Respondent 2038","13","21","151","32","21","3","4","0","5","5","5","6","7","4","5","4","5","6"
"Respondent 2039","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 2040","45","26","130","100","58","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 2041","12","21","150","32","21","3","4","1","5","5","5","6","6","4","5","4","6","5"
"Respondent 2042","13","21","149","32","22","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 2043","12","22","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 2044","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2045","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 2046","6","11","60","7","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2047","12","21","150","31","21","3","4","1","5","5","5","6","6","5","4","4","5","6"
"Respondent 2048","36","78","180","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 2049","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2050","12","20","150","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 2051","45","26","130","100","57","6","8","12","7","7","4","6","4","5","4","4","7","6"
"Respondent 2052","5","11","60","6","8","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2053","5","11","60","5","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2054","36","77","180","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 2055","13","21","150","33","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 2056","36","78","180","45","64","5","8","2","6","5","6","6","6","4","4","6","6","7"
"Respondent 2057","13","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2058","36","77","180","44","62","4","9","2","6","5","7","6","6","4","4","6","6","7"
"Respondent 2059","13","21","151","32","22","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2060","12","21","150","32","20","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 2061","6","10","60","7","10","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2062","12","21","150","31","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 2063","6","10","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2064","12","21","150","33","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
